NUMERO_POLICE,DATE_EFFET,DATE_EXPIRATION,TYPE,Wilaya,commune_du_risque,VALEUR_ASSURÉE,PRIME_NETTE,source_sheet,year,wilaya_code,wilaya_name,commune_name,prime_rate,zone_sismique,zone_source,lat,lon,coordinate_source,zone_match_method,zone_num
18301003240249,2024-03-03,2025-03-02,Bien immobilier,,695 - EL AOUANA,1293630.0,1500.0,2024,2024,,,EL AOUANA,0.0011595278402634,UNKNOWN,unknown,,,,missing_wilaya,-1
42303003240014,2024-02-15,2025-02-14,Bien immobilier,,1394 - BOU ISMAIL,4537960.0,3403.47,2024,2024,,,BOU ISMAIL,0.0007499999999999,UNKNOWN,unknown,,,,missing_wilaya,-1
22202003240018,2024-03-18,2025-03-17,Bien immobilier,,1229 - SIDI LAHCENE,2402500.0,1500.0,2024,2024,,,SIDI LAHCENE,0.000624349635796,UNKNOWN,unknown,,,,missing_wilaya,-1
40301003240166,2024-12-11,2025-12-10,Bien immobilier,,726 - KHENCHELA,1039430.0,1500.0,2024,2024,,,KHENCHELA,0.0014430986213597,UNKNOWN,unknown,,,,missing_wilaya,-1
42304003240074,2024-02-12,2025-02-11,2 - Installation Commerciale,,1409 - MENACEUR,3000000.0,2500.0,2024,2024,,,MENACEUR,0.0008333333333333,UNKNOWN,unknown,,,,missing_wilaya,-1
40301003240149,2024-11-24,2025-11-23,Bien immobilier,,726 - KHENCHELA,3379000.0,2027.4,2024,2024,,,KHENCHELA,0.0006,UNKNOWN,unknown,,,,missing_wilaya,-1
26301013240229,2024-08-11,2025-08-10,Bien immobilier,,813 - BERROUAGHIA,2125360.0,1500.0,2024,2024,,,BERROUAGHIA,0.0007057627884217,UNKNOWN,unknown,,,,missing_wilaya,-1
16334003240111,2024-03-18,2025-03-17,Bien immobilier,,110 - BIR MOURAD RAIS,1645000.0,1500.0,2024,2024,,,BIR MOURAD RAIS,0.0009118541033434,UNKNOWN,unknown,,,,missing_wilaya,-1
16334003240182,2024-05-18,2025-05-17,Bien immobilier,,134 - HYDRA,5521560.0,4141.17,2024,2024,,,HYDRA,0.00075,UNKNOWN,unknown,,,,missing_wilaya,-1
23211003240006,2024-10-03,2025-10-02,Bien immobilier,,663 - GUELMA,2800000.0,2184.0,2024,2024,,,GUELMA,0.00078,UNKNOWN,unknown,,,,missing_wilaya,-1
18301003240377,2024-04-15,2025-04-14,Bien immobilier,,700 - JIJEL,1140490.0,1500.0,2024,2024,,,JIJEL,0.0013152241580373,UNKNOWN,unknown,,,,missing_wilaya,-1
28305003240192,2024-09-02,2025-09-01,Bien immobilier,,962 - MSILA,2303300.0,1500.0,2024,2024,,,MSILA,0.0006512395258976,UNKNOWN,unknown,,,,missing_wilaya,-1
31210003240024,2024-07-25,2025-07-24,Bien immobilier,,1003 - BIR EL DJIR,2466050.0,1602.93,2024,2024,,,BIR EL DJIR,0.000649998986233,UNKNOWN,unknown,,,,missing_wilaya,-1
42304003240605,2024-12-10,2025-12-09,2 - Installation Commerciale,,1412 - NADOR,1000000.0,2500.0,2024,2024,,,NADOR,0.0025,UNKNOWN,unknown,,,,missing_wilaya,-1
31210003240031,2024-08-08,2025-08-07,2 - Installation Commerciale,,1122 - SAIDA,1000000.0,2500.0,2024,2024,,,SAIDA,0.0025,UNKNOWN,unknown,,,,missing_wilaya,-1
16334003240187,2024-05-21,2025-05-20,Bien immobilier,,134 - HYDRA,3040000.0,2280.0,2024,2024,,,HYDRA,0.00075,UNKNOWN,unknown,,,,missing_wilaya,-1
18301003240742,2024-07-19,2025-07-18,Bien immobilier,,700 - JIJEL,1862480.0,1500.0,2024,2024,,,JIJEL,0.0008053777758687,UNKNOWN,unknown,,,,missing_wilaya,-1
16336003240213,2024-10-15,2025-10-14,2 - Installation Commerciale,,154 - ZERALDA,1000000.0,2500.0,2024,2024,,,ZERALDA,0.0025,UNKNOWN,unknown,,,,missing_wilaya,-1
40301003240161,2024-12-08,2025-12-07,Bien immobilier,,726 - KHENCHELA,2480000.0,1500.0,2024,2024,,,KHENCHELA,0.0006048387096774,UNKNOWN,unknown,,,,missing_wilaya,-1
